,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
3709,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,"Sweety as her name says is a sweet , fun and cute little gal. She was dumped with her siblings at a high traffic entrance. If she is not picked up, she will be roll over by cars or die of dehydration . Pls give her a home. If you are interested to adopt her pls call me at",1,4
3710,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,"Their pregnant mother was dumped by her irresponsible owner at the roadside near some shops in Subang Jaya. Gave birth to them at the roadside. They are all healthy and adorable puppies. Already dewormed, vaccinated and ready to go to a home. No tying or caging for long hours as guard dogs. However, it is acceptable to cage or tie for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me.",10,3
3711,Dog,36,Shih Tzu,Male,Brown,Cream,Small,Medium,Not Sure,Not Sure,Minor Injury,0,"He was found lost at SS field. He is playful, friendly & cute. We hope he find a loving & forever home. Please pm me if interested soon as we will be going overseas and need to find a loving home for him soon.",4,2
3712,Cat,12,Domestic Short Hair,Female,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,"This is BROWNIE. Color: Black & Brown. Breed: I'm unsure Age: Not Sure but still a kitten. Been rescued for almost a month now. Rescued: Strays around Tanjung Tokong, Penang. Size: Thin Trained: Toilet Train Nature: Very Calm, Shy, and Healthy. Food: been feeding them with dry food & tuna in a can Vaccinate/Deworming: Not sure if they have but I have never vaccinate them. This adoptions are % FREE.",1,4
3713,Cat,3,Domestic Medium Hair,Female,Cream,Gray,Medium,Medium,Yes,No,Healthy,0,"I adopted a pregnant female cat (domestic long hair) late last year. She gave birth to 5 cute little kittens - 4 females & 1 male. I am letting go 3 kittens & Grey is one of them. Due to my work commitment I'm only able to keep the Mom & a pair of kitten. Hence, looking for new home with much love for them. In summary, Grey is litter box trained & not fussy about eating. She is smart, very playful & active. Interested - call/sms/whatsapp.",3,2
3714,Dog,24,Mixed Breed,Female,White,No Color,Small,Short,Yes,Yes,Healthy,0,"We were in the car; sending our staff back to her place. From a distance, with the windows rolled up, we could hear a puppy barking. It was so loud and yet sounded so lonely and scared. After dropping our staff, we stopped at the road side and searched for this lonely voice and there she was; she had fallen into the drain. We rescued her, pulling her back to safety. But then, seeing that she was still a puppy and moreover a female, we took pity on her. We thought that she would not make it around the area. We brought her home. At that time we already have 5 dogs. She is a grown female now. And we think it is time for her to have an owner. She will bring you great joy, just like other companion does. For more info, please don't hesitate to contact me at .",3,2
3715,Dog,36,Miniature Pinscher,Female,Black,Brown,Small,Short,Yes,No,Healthy,0,"Looking for a good loving home, to stay indoors prefferred. No caging. Extremely friendly with children and manja. Not fussy with kibbles. Is being kept with a vet for some time.",1,0
3716,Cat,7,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,She's a playful and manja cat with very soft paws n fur. Found her near my office at 3m old. prob recently dump as never seen her there before. She's is super friendly so def not a stray. She is now litter trained. She is somehow allergic to my overall house so i really can't keep her for too long. Must neuter after adoption. Will share cost. I can send her over to you if within KL/Klang Valley.,4,3
3717,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,Not Sure,No,Healthy,0,Cute puppy with soft white fur & big ears for adoption. Body is all white except for the eyes that look like a Zorro mask. Pls call/SMS me if interested.,1,4
3718,Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,"No tying or caging for long hours. However, tying for precautionary purpose is acceptable. Alrdy spayed, vaccinated and deworm. Ready to go to a good home. If u are willing to give her a home sweet home Pls call me",2,3
3719,Cat,2,Siamese,Male,Cream,Gray,Small,Medium,Not Sure,Not Sure,Healthy,0,it's was found beside a highway divider at on of damansara road. it's gray in colour. body have long fur with head short fur. it's have a soft blue eyes.,4,1
3720,Cat,5,Burmese,Female,Brown,Gray,Medium,Medium,No,No,Healthy,0,"Active, playful and healthy",3,1
3721,Cat,60,Calico,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,"Gigi is a healthy young female calico cat. She was neutered early and is fully vaccinated. She's house trained and litter box trained She loves attention, rolling on the floor waiting to be tummy tickled. ! She has the sweetest meow and comes running when called by her name. However this all has to be earned through trust and a calm approach as she is a little timid and skittish since she was a rescue previously. So her new family should be preferably older children / adults , not small children . Also to be in a non cat household as she will tend to fend off other cats as her self defence. She is best kept indoors / fenced compound for her own protection . Do you have that special place for Gigi in your lives ? Please will you be her forever family.",10,3
3722,Cat,3,Domestic Medium Hair,Female,Gray,White,Small,Medium,Yes,No,Healthy,0,"Very adorable, and very playful. Vaccinated and healthy. Not spayed yet cuz she is still small. White mixed with grey; pastel color. Very pretty. No payment! Have to give her away because we have too many cats already :( Pick up at Bandar Kinrara, Puchong. Please contact if interested :)",2,1
3723,Dog,24,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,"Fairy's mom was rescued 3 years ago by my friend and she gave birth to 3 puppies named Tanny, Fairy and Browny. All of them are small sizes and very friendly like their mom. Please help to share/foster or rehome these cute dogs that looks like puppies because my friend has more than 10 rescue dogs in his house I believe they deserve a home with more space to play around. Please help me to help these dogs. Adopter are welcome to foster for a month before deciding to adopt. Thanks !",5,4
3724,Cat,2,Domestic Short Hair,Male,Golden,Gray,Small,Medium,No,No,Healthy,0,"Adopter must neuter once they are 6 months old. Breeding a rescued cat is strictly not allowed. One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang.",2,1
3725,Dog,3,Mixed Breed,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,"Panda lives in a nursery and koi farm area where food is scarce. She is living with her sis together with the 4 others adult dogs by the roadside, taking shelter under the lorries parking nearby. I m looking for a kind soul who willing to provide her love and shelter. I will help to de-flea and de-tick and give her 1st vaccination at no cost once serious adopter identified",5,2
3726,Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,"Lulu was a found and rescued kitten on suspected hit n run victim in the middle of a highway.... and upon bringing her to vet her injury has all been cured and recovery well. She is now pretty, playful, cheerful and 'manja'..please give her a sweet forever home.. please sms or watsapp to mr kevin Thank you for your kindness.(=^.^=)",5,4
3727,Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,Very Loving. Almost potty trained. Only one more vac. to go. still at a very small size but looks to be a little bit bigger due to her paws are big. Would like to find her a good home. She has so much and protection to give would not want her to go to waste.... great perosanlty . She is only 4 months so we have not gotten her spayed yet.,3,3
3728,Dog,3,Mixed Breed,Female,Black,Golden,Large,Medium,Yes,No,Healthy,0,"serious adopters only! If you are interested in adopting, kindly contact ==> Call/ SMS/ Whatapps to Requirements for Adoption: ========================= All adoptions are subject to an interview and house check. Cost of vaccinations and neutering to be borne by adopter. Vaccinations and neutering/spaying at 6 months of age are COMPULSORY.",19,1
3729,Cat,2,Domestic Short Hair,Male,Black,Yellow,Medium,Short,No,No,Healthy,50,Bros is a male kitten very active diet:blackwood for kitten Litter Train Adoption fees: RM adoption fees is for maintenance of food and sand for other cat COD at Bandar Sunway/Caltex in front of Sunway Pyramid Please call/Whatsapp Affi at,3,1
3730,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,100,"Mother was beagle cross, father unknown.",1,2
3731,Dog,3,Mixed Breed,Female,Cream,No Color,Small,Short,Yes,No,Healthy,0,Xiao Xiao is a 3 months old rescued puppy. She was also a talent in an upcoming movie. Gentle. Obedient. Adorable. Vaccinated. She's currently being fostered by a local production house. Need to find her a suitable permanent home asap. Please call or sms Sharon,6,3
3732,Dog,24,Terrier,Male,Golden,No Color,Medium,Medium,No,No,Healthy,20,The dog is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt him may contact us via email or visit our website at,2,4
3733,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,Kindly contact us if anyone is interested interested in adopting this baby.,1,4
3734,Dog,2,Mixed Breed,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,She was given birth by her mother who is a pet of an irresponsible owner who didn't spay their pet. She was put in a box which was tied and leave only a tiny hole together with 6 other sibling and dump in a market in the middle of the night. Very beautiful puppies. No caging or tying for long hours except for precaution purposes. Commitment to spay her is compulsory Serious adopter pls call me.,2,1
3735,Dog,7,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,"This beautiful girl has been dumped by her owner after 6 months under her care. She is very healthy, active, and playful. She can be a good companion and a great friend. Lester Jenny Will you adopt her? ================================================== Adopters are required to vaccinate and neuter them. ==================================================",5,2
